mangled,demangled,tag,functor,scalar_type,source_file,num_instructions_sm75,max_gpr_sm75,min_gpr_sm75,max_pred_sm75,min_pred_sm75,max_ugpr_sm75,min_ugpr_sm75,num_instructions_sm80,max_gpr_sm80,min_gpr_sm80,max_pred_sm80,min_pred_sm80,max_ugpr_sm80,min_ugpr_sm80,num_instructions_sm86,max_gpr_sm86,min_gpr_sm86,max_pred_sm86,min_pred_sm86,max_ugpr_sm86,min_ugpr_sm86,num_instructions_sm90,max_gpr_sm90,min_gpr_sm90,max_pred_sm90,min_pred_sm90,max_ugpr_sm90,min_ugpr_sm90,num_instructions_sm100,max_gpr_sm100,min_gpr_sm100,max_pred_sm100,min_pred_sm100,max_ugpr_sm100,min_ugpr_sm100,num_instructions_sm103,max_gpr_sm103,min_gpr_sm103,max_pred_sm103,min_pred_sm103,max_ugpr_sm103,min_ugpr_sm103,num_instructions_sm120,max_gpr_sm120,min_gpr_sm120,max_pred_sm120,min_pred_sm120,max_ugpr_sm120,min_ugpr_sm120,is_simple_sm75,is_simple_sm80,is_simple_sm86,is_simple_sm90,is_simple_sm100,is_simple_sm103,is_simple_sm120
_ZN2at6native17simple_gpu_kernelILi189EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_scalar_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE0_clEvEUlNS5_7complexIfEEE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<189, at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(c10::complex<float>)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(c10::complex<float>)#1}, std::array<char*, 2ul>)",189,"at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(c10::complex<float>)#1}",c10::complex<float>,PowKernel.cu,116,34,1,4,0,0,0,117,34,1,4,0,2,0,116,38,1,4,0,2,0,116,36,1,4,0,2,0,116,36,1,4,0,2,0,155,36,1,4,0,2,0,153,38,1,4,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi195EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_scalar_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE_clEvEUlNS5_7complexIdEEE0_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<195, at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(c10::complex<double>)#2}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(c10::complex<double>)#2}, std::array<char*, 2ul>)",195,"at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(c10::complex<double>)#2}",c10::complex<double>,PowKernel.cu,7631,132,64,7,0,4,0,7489,134,66,7,0,5,0,7516,131,63,7,0,5,0,10063,139,68,7,0,8,0,10232,125,60,7,0,14,0,22414,123,59,7,0,16,0,21153,121,57,7,0,16,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi189EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_scalar_kernelERNS_18TensorIteratorBaseERKN3c106ScalarEENKUlvE_clEvENKUlvE_clEvEUlNS5_7complexIdEEE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<189, at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(c10::complex<double>)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(c10::complex<double>)#1}, std::array<char*, 2ul>)",189,"at::native::(anonymous namespace)::pow_tensor_scalar_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(c10::complex<double>)#1}",c10::complex<double>,PowKernel.cu,68,61,36,0,0,0,0,69,61,36,0,0,2,0,69,61,36,0,0,2,0,69,61,36,0,0,2,0,25,58,32,0,0,2,0,85,58,32,0,0,2,0,85,58,32,0,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE9_clEvEUlN3c108BFloat16ES8_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}",c10::BFloat16,PowKernel.cu,412,40,22,4,0,0,0,381,38,22,3,0,2,0,381,36,20,3,0,2,0,388,40,22,3,0,2,0,382,39,22,3,0,2,0,382,39,22,3,0,2,0,382,39,22,3,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi25EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIN3c108BFloat16EEEvRNS_18TensorIteratorBaseET_EUlS5_E_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<25, at::native::(anonymous namespace)::pow_scalar_tensor_impl<c10::BFloat16>(at::TensorIteratorBase&, c10::BFloat16)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<c10::BFloat16>(at::TensorIteratorBase&, c10::BFloat16)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",25,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<c10::BFloat16>(at::TensorIteratorBase&, c10::BFloat16)::{lambda(c10::BFloat16)#1}",c10::BFloat16,PowKernel.cu,350,40,22,4,0,0,0,318,37,20,3,0,2,0,318,39,22,3,0,2,0,323,43,24,3,0,2,0,262,43,24,5,0,2,0,262,43,24,5,0,2,0,262,43,24,5,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE8_clEvEUlN3c104HalfES8_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(c10::Half, c10::Half)#1}",c10::Half,PowKernel.cu,387,41,22,3,0,0,0,381,38,22,3,0,2,0,381,36,20,3,0,2,0,384,40,22,3,0,2,0,378,39,22,3,0,2,0,378,39,22,3,0,2,0,378,39,22,3,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi25EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIN3c104HalfEEEvRNS_18TensorIteratorBaseET_EUlS5_E_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<25, at::native::(anonymous namespace)::pow_scalar_tensor_impl<c10::Half>(at::TensorIteratorBase&, c10::Half)::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<c10::Half>(at::TensorIteratorBase&, c10::Half)::{lambda(c10::Half)#1}, std::array<char*, 2ul>)",25,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<c10::Half>(at::TensorIteratorBase&, c10::Half)::{lambda(c10::Half)#1}",c10::Half,PowKernel.cu,324,40,22,3,0,0,0,318,37,20,3,0,2,0,318,39,22,3,0,2,0,321,43,24,3,0,2,0,260,43,24,5,0,2,0,260,43,24,5,0,2,0,260,43,24,5,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE7_clEvEUlN3c107complexIfEES9_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#9}::operator()() const::{lambda(c10::complex<float>, c10::complex<float>)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#9}::operator()() const::{lambda(c10::complex<float>, c10::complex<float>)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#9}::operator()() const::{lambda(c10::complex<float>, c10::complex<float>)#1}",c10::complex<float>,PowKernel.cu,5841,90,46,7,0,4,0,5715,90,46,7,0,5,0,5737,90,46,7,0,5,0,5821,90,46,7,0,8,0,5558,90,46,7,0,14,0,5742,90,46,7,0,16,0,5689,90,46,7,0,16,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi35EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIfEEvRNS_18TensorIteratorBaseEN3c107complexIT_EEEUlNS7_IfEEE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<35, at::native::(anonymous namespace)::pow_scalar_tensor_impl<float>(at::TensorIteratorBase&, c10::complex<float>)::{lambda(c10::complex<float>)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<float>(at::TensorIteratorBase&, c10::complex<float>)::{lambda(c10::complex<float>)#1}, std::array<char*, 2ul>)",35,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<float>(at::TensorIteratorBase&, c10::complex<float>)::{lambda(c10::complex<float>)#1}",c10::complex<float>,PowKernel.cu,2181,59,31,3,0,3,0,2227,60,32,3,0,5,0,2230,61,32,3,0,5,0,2364,62,34,3,0,5,0,2276,59,34,2,0,6,0,2456,56,31,2,0,6,0,2397,64,34,2,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE6_clEvEUlN3c107complexIdEES9_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::complex<double>, c10::complex<double>)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::complex<double>, c10::complex<double>)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(c10::complex<double>, c10::complex<double>)#1}",c10::complex<double>,PowKernel.cu,7633,155,75,7,0,4,0,7491,157,77,7,0,5,0,7513,155,75,7,0,5,0,10069,161,80,7,0,8,0,10231,145,71,7,0,14,0,22401,145,71,7,0,16,0,21131,143,69,7,0,16,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi35EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIdEEvRNS_18TensorIteratorBaseEN3c107complexIT_EEEUlNS7_IdEEE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<35, at::native::(anonymous namespace)::pow_scalar_tensor_impl<double>(at::TensorIteratorBase&, c10::complex<double>)::{lambda(c10::complex<double>)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<double>(at::TensorIteratorBase&, c10::complex<double>)::{lambda(c10::complex<double>)#1}, std::array<char*, 2ul>)",35,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<double>(at::TensorIteratorBase&, c10::complex<double>)::{lambda(c10::complex<double>)#1}",c10::complex<double>,PowKernel.cu,1857,106,54,7,0,4,0,1841,106,54,7,0,5,0,1845,106,54,7,0,5,0,2362,108,56,7,0,8,0,2401,122,61,7,0,14,0,4850,122,61,7,0,16,0,4656,122,61,7,0,16,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE5_clEvEUlffE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, float)#1}",float,PowKernel.cu,373,46,26,3,0,0,0,371,42,24,3,0,2,0,371,40,22,3,0,2,0,374,44,24,3,0,2,0,368,43,24,3,0,2,0,368,43,24,3,0,2,0,368,43,24,3,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi25EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIfEEvRNS_18TensorIteratorBaseET_EUlfE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<25, at::native::(anonymous namespace)::pow_scalar_tensor_impl<float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",25,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<float>(at::TensorIteratorBase&, float)::{lambda(float)#1}",float,PowKernel.cu,251,40,22,5,0,0,0,249,38,20,5,0,2,0,249,38,20,5,0,2,0,252,42,22,5,0,2,0,252,44,24,5,0,2,0,252,44,24,5,0,2,0,252,44,24,5,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE4_clEvEUlddE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#6}::operator()() const::{lambda(double, double)#1}",double,PowKernel.cu,327,105,53,7,0,4,0,319,92,47,7,0,5,0,319,92,47,7,0,5,0,324,92,47,7,0,8,0,330,92,47,7,0,14,0,396,92,47,7,0,16,0,387,92,47,7,0,16,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi25EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIdEEvRNS_18TensorIteratorBaseET_EUldE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<25, at::native::(anonymous namespace)::pow_scalar_tensor_impl<double>(at::TensorIteratorBase&, double)::{lambda(double)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<double>(at::TensorIteratorBase&, double)::{lambda(double)#1}, std::array<char*, 2ul>)",25,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<double>(at::TensorIteratorBase&, double)::{lambda(double)#1}",double,PowKernel.cu,318,92,47,7,0,4,0,310,84,43,7,0,5,0,310,84,43,7,0,5,0,319,90,45,7,0,8,0,324,98,49,7,0,14,0,383,98,49,7,0,16,0,376,98,49,7,0,16,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE3_clEvEUlssE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#5}::operator()() const::{lambda(short, short)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#5}::operator()() const::{lambda(short, short)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#5}::operator()() const::{lambda(short, short)#1}",short,PowKernel.cu,253,24,10,2,0,0,0,238,23,10,2,0,2,0,236,23,10,2,0,2,0,233,24,10,2,0,2,0,184,22,10,2,0,2,0,184,22,10,2,0,2,0,186,23,10,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi25EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIsEEvRNS_18TensorIteratorBaseET_EUlsE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<25, at::native::(anonymous namespace)::pow_scalar_tensor_impl<short>(at::TensorIteratorBase&, short)::{lambda(short)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<short>(at::TensorIteratorBase&, short)::{lambda(short)#1}, std::array<char*, 2ul>)",25,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<short>(at::TensorIteratorBase&, short)::{lambda(short)#1}",short,PowKernel.cu,255,23,10,2,0,0,0,240,22,10,2,0,2,0,239,23,10,2,0,2,0,241,24,10,2,0,2,0,182,22,10,2,0,2,0,182,22,10,2,0,2,0,182,23,10,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlllE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long, long)#1}",long,PowKernel.cu,314,55,30,3,0,0,0,306,52,28,3,0,2,0,301,52,28,3,0,2,0,312,56,30,3,0,8,0,244,56,31,2,0,8,0,244,56,31,2,0,8,0,198,56,30,2,0,8,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi25EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIlEEvRNS_18TensorIteratorBaseET_EUllE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<25, at::native::(anonymous namespace)::pow_scalar_tensor_impl<long>(at::TensorIteratorBase&, long)::{lambda(long)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<long>(at::TensorIteratorBase&, long)::{lambda(long)#1}, std::array<char*, 2ul>)",25,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<long>(at::TensorIteratorBase&, long)::{lambda(long)#1}",long,PowKernel.cu,315,47,26,3,0,0,0,303,44,24,3,0,2,0,301,43,24,3,0,2,0,308,47,26,3,0,4,0,241,45,24,2,0,4,0,241,45,24,2,0,4,0,195,48,26,2,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE1_clEvEUliiE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int, int)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int, int)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(int, int)#1}",int,PowKernel.cu,169,34,20,2,0,0,0,164,33,20,2,0,2,0,163,33,20,2,0,2,0,169,34,20,2,0,4,0,134,34,20,2,0,4,0,134,34,20,2,0,4,0,133,34,20,2,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi25EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIiEEvRNS_18TensorIteratorBaseET_EUliE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<25, at::native::(anonymous namespace)::pow_scalar_tensor_impl<int>(at::TensorIteratorBase&, int)::{lambda(int)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<int>(at::TensorIteratorBase&, int)::{lambda(int)#1}, std::array<char*, 2ul>)",25,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<int>(at::TensorIteratorBase&, int)::{lambda(int)#1}",int,PowKernel.cu,164,32,20,2,0,0,0,158,31,20,2,0,2,0,157,31,20,2,0,2,0,161,32,20,2,0,2,0,129,32,20,2,0,2,0,129,32,20,2,0,2,0,128,32,20,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi136EZZZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855324pow_tensor_tensor_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE0_clEvEUlaaE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<136, at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(signed char, signed char)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(signed char, signed char)#1}, std::array<char*, 3ul>)",136,"at::native::(anonymous namespace)::pow_tensor_tensor_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(signed char, signed char)#1}",signed char,PowKernel.cu,259,24,10,2,0,0,0,249,23,10,2,0,2,0,255,22,10,2,0,2,0,256,23,10,2,0,2,0,214,23,10,2,0,2,0,214,23,10,2,0,2,0,209,24,10,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi25EZNS0_50_GLOBAL__N__0a9d3aab_12_PowKernel_cu_a19d7b63_855322pow_scalar_tensor_implIaEEvRNS_18TensorIteratorBaseET_EUlaE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<25, at::native::(anonymous namespace)::pow_scalar_tensor_impl<signed char>(at::TensorIteratorBase&, signed char)::{lambda(signed char)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::pow_scalar_tensor_impl<signed char>(at::TensorIteratorBase&, signed char)::{lambda(signed char)#1}, std::array<char*, 2ul>)",25,"at::native::(anonymous namespace)::pow_scalar_tensor_impl<signed char>(at::TensorIteratorBase&, signed char)::{lambda(signed char)#1}",signed char,PowKernel.cu,262,24,10,2,0,0,0,249,22,10,2,0,2,0,248,21,10,2,0,2,0,251,23,10,2,0,2,0,203,22,10,2,0,2,0,203,22,10,2,0,2,0,207,23,10,2,0,2,0,false,false,false,false,false,false,false
