mangled,demangled,tag,functor,scalar_type,source_file,num_instructions_sm75,max_gpr_sm75,min_gpr_sm75,max_pred_sm75,min_pred_sm75,max_ugpr_sm75,min_ugpr_sm75,num_instructions_sm80,max_gpr_sm80,min_gpr_sm80,max_pred_sm80,min_pred_sm80,max_ugpr_sm80,min_ugpr_sm80,num_instructions_sm86,max_gpr_sm86,min_gpr_sm86,max_pred_sm86,min_pred_sm86,max_ugpr_sm86,min_ugpr_sm86,num_instructions_sm90,max_gpr_sm90,min_gpr_sm90,max_pred_sm90,min_pred_sm90,max_ugpr_sm90,min_ugpr_sm90,num_instructions_sm100,max_gpr_sm100,min_gpr_sm100,max_pred_sm100,min_pred_sm100,max_ugpr_sm100,min_ugpr_sm100,num_instructions_sm103,max_gpr_sm103,min_gpr_sm103,max_pred_sm103,min_pred_sm103,max_ugpr_sm103,min_ugpr_sm103,num_instructions_sm120,max_gpr_sm120,min_gpr_sm120,max_pred_sm120,min_pred_sm120,max_ugpr_sm120,min_ugpr_sm120,is_simple_sm75,is_simple_sm80,is_simple_sm86,is_simple_sm90,is_simple_sm100,is_simple_sm103,is_simple_sm120
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIbEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<bool>, std::array<char*, 2ul> >(at::native::AbsFunctor<bool>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<bool>,bool,AbsKernel.cu,16,17,10,3,0,0,0,17,17,10,3,0,2,0,17,17,10,3,0,2,0,17,17,10,3,0,2,0,13,16,10,4,0,2,0,13,16,10,4,0,2,0,13,16,10,4,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIN3c108BFloat16EEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<c10::BFloat16>, std::array<char*, 2ul> >(at::native::AbsFunctor<c10::BFloat16>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<c10::BFloat16>,c10::BFloat16,AbsKernel.cu,36,22,10,4,0,0,0,13,17,10,0,0,2,0,13,17,10,0,0,2,0,15,17,10,0,0,2,0,15,17,10,0,0,2,0,15,17,10,0,0,2,0,15,17,10,0,0,2,0,false,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIN3c104HalfEEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<c10::Half>, std::array<char*, 2ul> >(at::native::AbsFunctor<c10::Half>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<c10::Half>,c10::Half,AbsKernel.cu,12,17,10,0,0,0,0,13,17,10,0,0,2,0,13,17,10,0,0,2,0,13,17,10,0,0,2,0,13,17,10,0,0,2,0,13,17,10,0,0,2,0,13,17,10,0,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIfEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(at::native::AbsFunctor<float>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<float>,float,AbsKernel.cu,6,17,10,0,0,0,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIdEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<double>, std::array<char*, 2ul> >(at::native::AbsFunctor<double>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<double>,double,AbsKernel.cu,20,36,24,0,0,0,0,9,32,20,0,0,2,0,17,32,20,0,0,2,0,9,32,20,0,0,2,0,9,32,20,0,0,2,0,21,32,20,0,0,2,0,21,32,20,0,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIsEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<short>, std::array<char*, 2ul> >(at::native::AbsFunctor<short>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<short>,short,AbsKernel.cu,20,20,10,0,0,0,0,21,19,10,0,0,2,0,21,20,10,0,0,2,0,21,19,10,0,0,2,0,17,17,10,0,0,2,0,17,17,10,0,0,2,0,17,17,10,0,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIlEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<long>, std::array<char*, 2ul> >(at::native::AbsFunctor<long>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<long>,long,AbsKernel.cu,26,35,20,4,0,0,0,31,35,20,3,0,2,0,27,35,20,5,0,2,0,31,35,20,3,0,2,0,28,34,20,3,0,2,0,28,34,20,3,0,2,0,33,34,20,4,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIiEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<int>, std::array<char*, 2ul> >(at::native::AbsFunctor<int>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<int>,int,AbsKernel.cu,6,17,10,0,0,0,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,7,17,10,0,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIaEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<signed char>, std::array<char*, 2ul> >(at::native::AbsFunctor<signed char>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<signed char>,signed char,AbsKernel.cu,19,17,10,0,0,0,0,20,17,10,0,0,2,0,20,17,10,0,0,2,0,20,17,10,0,0,2,0,24,17,10,0,0,2,0,24,17,10,0,0,2,0,24,17,10,0,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi45ENS0_10AbsFunctorIhEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<45, at::native::AbsFunctor<unsigned char>, std::array<char*, 2ul> >(at::native::AbsFunctor<unsigned char>, std::array<char*, 2ul>)",45,at::native::AbsFunctor<unsigned char>,unsigned char,AbsKernel.cu,27,16,1,1,0,0,0,27,16,1,1,0,2,0,27,16,1,1,0,2,0,27,16,1,1,0,2,0,27,16,1,1,0,2,0,27,16,1,1,0,2,0,27,16,1,1,0,2,0,true,true,true,true,true,true,true
_ZN2at6native17simple_gpu_kernelILi35ENS0_10AbsFunctorIN3c107complexIfEEEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<35, at::native::AbsFunctor<c10::complex<float> >, std::array<char*, 2ul> >(at::native::AbsFunctor<c10::complex<float> >, std::array<char*, 2ul>)",35,at::native::AbsFunctor<c10::complex<float> >,c10::complex<float>,AbsKernel.cu,159,60,32,5,0,0,0,156,63,34,5,0,2,0,157,65,34,7,0,2,0,161,64,34,5,0,5,0,154,67,35,4,0,6,0,154,67,35,4,0,6,0,154,67,35,4,0,6,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi35ENS0_10AbsFunctorIN3c107complexIdEEEESt5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<35, at::native::AbsFunctor<c10::complex<double> >, std::array<char*, 2ul> >(at::native::AbsFunctor<c10::complex<double> >, std::array<char*, 2ul>)",35,at::native::AbsFunctor<c10::complex<double> >,c10::complex<double>,AbsKernel.cu,200,60,32,4,0,0,0,201,60,32,4,0,2,0,200,73,40,6,0,2,0,212,60,32,4,0,5,0,187,55,30,4,0,5,0,402,57,30,3,0,5,0,382,72,38,2,0,5,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi63EZZZNS0_60_GLOBAL__N__b8aad9a8_22_ActivationEluKernel_cu_a19d7b63_756019elu_backward_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES8_S8_bENKUlvE_clEvENKUlvE2_clEvEUlNS5_8BFloat16ESB_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<63, at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul>)",63,"at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}",c10::BFloat16,ActivationEluKernel.cu,194,32,18,2,0,0,0,133,33,18,2,0,2,0,133,33,18,2,0,2,0,142,33,18,2,0,4,0,146,33,18,2,0,4,0,146,33,18,2,0,4,0,146,33,18,2,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi63EZZZNS0_60_GLOBAL__N__b8aad9a8_22_ActivationEluKernel_cu_a19d7b63_756019elu_backward_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES8_S8_bENKUlvE_clEvENKUlvE1_clEvEUlNS5_4HalfESB_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<63, at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul>)",63,"at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}",c10::Half,ActivationEluKernel.cu,146,24,10,2,0,0,0,133,33,18,2,0,2,0,133,33,18,2,0,2,0,138,36,20,2,0,4,0,142,36,20,2,0,4,0,142,36,20,2,0,4,0,142,36,20,2,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi63EZZZNS0_60_GLOBAL__N__b8aad9a8_22_ActivationEluKernel_cu_a19d7b63_756019elu_backward_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES8_S8_bENKUlvE_clEvENKUlvE0_clEvEUlffE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<63, at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",63,"at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}",float,ActivationEluKernel.cu,113,43,24,2,0,0,0,111,41,24,2,0,2,0,111,41,24,2,0,2,0,116,42,24,2,0,4,0,114,40,22,4,0,4,0,114,40,22,4,0,4,0,114,40,22,4,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi63EZZZNS0_60_GLOBAL__N__b8aad9a8_22_ActivationEluKernel_cu_a19d7b63_756019elu_backward_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES8_S8_bENKUlvE_clEvENKUlvE_clEvEUlddE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<63, at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul> >(at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul>)",63,"at::native::(anonymous namespace)::elu_backward_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, bool)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}",double,ActivationEluKernel.cu,235,62,32,3,0,0,0,229,62,32,3,0,2,0,229,62,32,3,0,2,0,328,66,34,3,0,8,0,328,70,36,3,0,8,0,684,70,36,4,0,8,0,648,70,36,4,0,8,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi37EZZZNS0_60_GLOBAL__N__b8aad9a8_22_ActivationEluKernel_cu_a19d7b63_756010elu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES8_S8_ENKUlvE_clEvENKUlvE2_clEvEUlNS5_8BFloat16EE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<37, at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)",37,"at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16)#1}",c10::BFloat16,ActivationEluKernel.cu,169,21,10,2,0,0,0,138,21,10,2,0,2,0,138,23,10,2,0,2,0,143,32,18,2,0,2,0,142,32,18,3,0,2,0,142,32,18,3,0,2,0,142,32,18,3,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi37EZZZNS0_60_GLOBAL__N__b8aad9a8_22_ActivationEluKernel_cu_a19d7b63_756010elu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES8_S8_ENKUlvE_clEvENKUlvE1_clEvEUlNS5_4HalfEE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<37, at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)",37,"at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}",c10::Half,ActivationEluKernel.cu,144,22,10,2,0,0,0,138,21,10,2,0,2,0,138,23,10,2,0,2,0,141,32,18,2,0,2,0,140,32,18,3,0,2,0,140,32,18,3,0,2,0,140,32,18,3,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi37EZZZNS0_60_GLOBAL__N__b8aad9a8_22_ActivationEluKernel_cu_a19d7b63_756010elu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES8_S8_ENKUlvE_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<37, at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",37,"at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}",float,ActivationEluKernel.cu,134,22,10,2,0,0,0,132,22,10,2,0,2,0,132,23,10,2,0,2,0,135,32,18,2,0,2,0,134,34,20,3,0,2,0,134,34,20,3,0,2,0,134,35,20,3,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi37EZZZNS0_60_GLOBAL__N__b8aad9a8_22_ActivationEluKernel_cu_a19d7b63_756010elu_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES8_S8_ENKUlvE_clEvENKUlvE_clEvEUldE_St5arrayIPcLm2EEEEvT0_T1_,"void at::native::simple_gpu_kernel<37, at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",37,"at::native::(anonymous namespace)::elu_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}",double,ActivationEluKernel.cu,258,50,28,2,0,0,0,258,51,28,2,0,2,0,258,51,28,2,0,2,0,351,57,32,2,0,4,0,327,55,30,2,0,4,0,648,54,30,2,0,4,0,595,54,30,2,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi72EZZZNS0_26GeluBackwardCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE0_clEvENKUlvE2_clEvEUlN3c108BFloat16ES8_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<72, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul> >(at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul>)",72,"at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}",c10::BFloat16,ActivationGeluKernel.cu,190,61,32,4,0,0,0,167,44,24,1,0,2,0,167,45,24,1,0,2,0,171,45,24,1,0,2,0,171,45,24,1,0,2,0,171,45,24,1,0,2,0,171,45,24,1,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi72EZZZNS0_26GeluBackwardCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE0_clEvENKUlvE1_clEvEUlN3c104HalfES8_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<72, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul> >(at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul>)",72,"at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}",c10::Half,ActivationGeluKernel.cu,170,57,31,2,0,0,0,167,44,24,1,0,2,0,167,45,24,1,0,2,0,167,45,24,1,0,2,0,167,45,24,1,0,2,0,167,45,24,1,0,2,0,167,45,24,1,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi72EZZZNS0_26GeluBackwardCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE0_clEvENKUlvE0_clEvEUlffE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<72, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",72,"at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}",float,ActivationGeluKernel.cu,156,61,32,3,0,0,0,157,63,34,3,0,2,0,157,77,42,4,0,2,0,157,63,34,3,0,2,0,157,63,34,3,0,2,0,157,64,34,3,0,2,0,157,77,42,4,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi72EZZZNS0_26GeluBackwardCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE0_clEvENKUlvE_clEvEUlddE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<72, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul> >(at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}, std::array<char*, 3ul>)",72,"at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double, double)#1}",double,ActivationGeluKernel.cu,390,78,40,4,0,0,0,388,76,40,2,0,2,0,388,76,40,2,0,2,0,687,137,70,4,0,6,0,677,185,94,5,0,6,0,1757,149,76,3,0,4,0,1616,149,76,3,0,4,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi48EZZZNS0_26GeluBackwardCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE_clEvENKUlvE2_clEvEUlN3c108BFloat16ES8_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<48, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul> >(at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}, std::array<char*, 3ul>)",48,"at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(c10::BFloat16, c10::BFloat16)#1}",c10::BFloat16,ActivationGeluKernel.cu,151,58,30,7,0,0,0,128,35,20,2,0,2,0,128,36,20,2,0,2,0,132,35,20,2,0,2,0,132,35,20,2,0,2,0,132,35,20,2,0,2,0,132,35,20,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi48EZZZNS0_26GeluBackwardCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE_clEvENKUlvE1_clEvEUlN3c104HalfES8_E_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<48, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul> >(at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}, std::array<char*, 3ul>)",48,"at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half, c10::Half)#1}",c10::Half,ActivationGeluKernel.cu,131,57,30,4,0,0,0,128,33,18,2,0,2,0,128,35,20,2,0,2,0,128,35,20,2,0,2,0,128,35,20,2,0,2,0,128,35,20,2,0,2,0,128,35,20,2,0,2,0,false,false,false,false,false,false,false
_ZN2at6native17simple_gpu_kernelILi48EZZZNS0_26GeluBackwardCUDAKernelImplERNS_18TensorIteratorBaseENS0_8GeluTypeEENKUlvE_clEvENKUlvE0_clEvEUlffE_St5arrayIPcLm3EEEEvT0_T1_,"void at::native::simple_gpu_kernel<48, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",48,"at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}",float,ActivationGeluKernel.cu,117,57,30,6,0,0,0,118,59,31,6,0,2,0,118,65,34,7,0,2,0,118,61,34,6,0,2,0,118,61,34,6,0,2,0,118,62,34,6,0,2,0,118,65,34,7,0,2,0,false,false,false,false,false,false,false
